ID,Account,Product,Period,Price
3753,CzarCandyPool,Almond Milk,2/24/2015,3.75
3754,Eapperpl,Pacifier,1/9/2015,9.08
3755,JungPeakTrimble,Snow Plow,4/9/2015,3.36
3756,Saleurip,Saxophone Reed,2/12/2015,9.77
3757,Eurinewh,Orange Punch,3/20/2015,4.02
3758,GrabsWillows,Flower Bouquet,3/25/2015,4.39
3759,Donaldenes,Almond Milk,4/11/2015,12.73
3760,Hopebbield,Krusty-Os,1/31/2015,6.1
3761,Greentgro,Left-handed Scissors,1/1/2015,4.97
3762,HelloGrand,Buzz Cola,1/14/2015,7.72
3763,Insideret,Krusty-Os,1/7/2015,9.97
3764,Intincrol,Flower Bouquet,2/9/2015,10.08
3765,Grinfous,Snow Plow,2/14/2015,6.43
3766,Besteres,Orange Punch,4/2/2015,11.29
3767,FantasticMessages,Flower Bouquet,2/7/2015,4.14
3768,ChatSingFarer,Left-handed Scissors,4/18/2015,9.01
3769,Gamedirsil,Hot Dog,1/25/2015,4.29
3770,HellUpdate,Devil Donut,1/24/2015,8.35
3771,Namedianon,Left-handed Scissors,2/9/2015,7.62
3772,Crawlergy,Snow Plow,1/31/2015,7.66
3773,Bizarrevces,Bowling Ball,3/15/2015,12.8
3774,Docunche,Slingshot,1/12/2015,3.36
3775,Acidyles,Pacifier,3/16/2015,8.77
3776,Eurinewh,Pacifier,1/4/2015,12.66
3777,Remedios,Barley,2/1/2015,8.63
3778,Mesorock,Krusty-Os,4/4/2015,9.24
3779,Ladynallik,Buzz Cola,2/20/2015,11.93
3780,InvaderRoll,Flower Bouquet,3/26/2015,3.26
3781,NewscastKenka,Buzz Cola,4/4/2015,3.24
3782,Nanosill,Devil Donut,3/10/2015,3.58
3783,ArsenalTalk,Saxophone Reed,4/22/2015,11.31
3784,Poshytess,Slingshot,1/3/2015,7.93
3785,FantasticMessages,Almond Milk,3/21/2015,7.82
3786,Janionon,Saxophone Reed,3/1/2015,3.23
3787,Cyberione,Saxophone Reed,1/8/2015,11.72
3788,Blikitbec,Almond Milk,4/10/2015,7.43
3789,ChiNotice,Pacifier,2/25/2015,12.96
3790,HelpSweet,Saxophone Reed,4/9/2015,9.3
3791,Grouptu,Saxophone Reed,4/24/2015,3.37
3792,JunkyZest,Buzz Cola,1/24/2015,6.31
3793,Acme,Slingshot,3/14/2015,12.95
3794,MatterSimply,Slingshot,2/5/2015,12.22
3795,Staressa,Barley,3/4/2015,9.66
3796,Staressa,Krusty-Os,4/15/2015,3.14
3797,Choicance,Bowling Ball,2/12/2015,6.38
3798,Intendscr,Slingshot,1/10/2015,4.08
3799,Bizarrestan,Almond Milk,4/10/2015,7.08
3800,BrainyZollo,Krusty-Os,1/30/2015,12.01
3801,Estarch,Krusty-Os,3/17/2015,8.79
3802,HeavenNarrative,Buzz Cola,4/3/2015,3.88
3803,ChiNotice,Buzz Cola,3/25/2015,6.52
3804,Melchuran,Squishee,1/18/2015,7.61
3805,AnnouncerKing,Almond Milk,3/14/2015,9.1
3806,Bizarrestan,Snow Plow,2/14/2015,8.12
3807,FunkyFreexRing,Squishee,3/28/2015,7.34
3808,Crawlerra,Saxophone Reed,3/10/2015,12.23
3809,Animorror,Almond Milk,3/8/2015,6.89
3810,Lyndatage,Saxophone Reed,2/16/2015,8.15
3811,Garnetter,Almond Milk,4/18/2015,10
3812,MundeLogicLittle,Flower Bouquet,2/16/2015,10.38
3813,Firectored,Saxophone Reed,4/17/2015,11.72
3814,HeheBraceFizz,Hot Dog,1/21/2015,4.09
3815,Kenkatani,Snow Plow,2/4/2015,12.96
3816,Mettertbe,Hot Dog,2/7/2015,4.09
3817,Mundelise,Almond Milk,4/15/2015,7.22
3818,Bloodiell,Slingshot,4/15/2015,12.91
3819,BugsSlayr,Squishee,4/27/2015,3.74
3820,Poshytess,Squishee,1/6/2015,7.16
3821,ChiNotice,Snow Plow,3/19/2015,3.5
3822,Reenaca,Pacifier,2/9/2015,4.12
3823,Bleck,Pacifier,4/30/2015,5.81
3824,Angelstage,Pacifier,2/24/2015,12.85
3825,Firstrous,Devil Donut,2/25/2015,5.68
3826,Insideally,Squishee,4/11/2015,3.19
3827,KiddoAnhart,Buzz Cola,2/28/2015,8.54
3828,Manprope,Pacifier,3/26/2015,10.51
3829,Goldenbrae,Snow Plow,3/30/2015,8.47
3830,Bleck,Almond Milk,3/6/2015,12.79
3831,BlueDev,Buzz Cola,3/2/2015,5.87
3832,Recipecide,Snow Plow,3/22/2015,8.28
3833,PartyGotInspiring,Almond Milk,3/7/2015,9.31
3834,Cimballe,Slingshot,3/13/2015,3.52
3835,Bishinve,Left-handed Scissors,4/14/2015,12.58
3836,Enzapper,Orange Punch,3/20/2015,6.76
3837,Mintaliers,Devil Donut,2/17/2015,11.17
3838,Kenkately,Orange Punch,3/30/2015,8.38
3839,Chiaritail,Pacifier,2/16/2015,4.06
3840,Shualich,Bowling Ball,3/18/2015,12.79
3841,Kenkatani,Hot Dog,1/10/2015,12.55
3842,Noticeteat,Devil Donut,3/31/2015,9.26
3843,Anhartzimm,Orange Punch,4/12/2015,7.24
3844,MintBlogger,Barley,3/27/2015,8.16
3845,PositiveSpider,Buzz Cola,3/21/2015,9.73
3846,NipZero,Left-handed Scissors,4/11/2015,5.02
3847,BrainyZollo,Devil Donut,2/24/2015,10.84
3848,Famoustebl,Saxophone Reed,4/27/2015,8.67
3849,Grouptu,Buzz Cola,1/22/2015,10.68
3850,GossipNight,Snow Plow,1/5/2015,5.02
3851,Prophecyst,Slingshot,3/20/2015,9.49
3852,IteTabloid,Saxophone Reed,4/26/2015,9.74
3853,Scarypticew,Barley,1/20/2015,11.98
3854,BingNumero,Buzz Cola,4/22/2015,7.51
3855,DayWishFear,Hot Dog,1/20/2015,9.22
3856,CuriousStorm,Hot Dog,4/30/2015,3.44
3857,Bozicalyste,Barley,3/9/2015,3.63
3858,Hytermat,Buzz Cola,4/8/2015,7.47
3859,Sheerlism,Saxophone Reed,3/21/2015,7.58
3860,InloveDiary,Devil Donut,2/25/2015,12.61
3861,KiddoAnhart,Devil Donut,4/28/2015,12.82
3862,Faxionan,Saxophone Reed,1/26/2015,3.06
3863,Hubersi,Flower Bouquet,3/28/2015,8.69
3864,Clownerli,Left-handed Scissors,4/19/2015,3.34
3865,Mudsalib,Buzz Cola,3/6/2015,10.04
3866,CrazyNumBrace,Buzz Cola,1/25/2015,11.24
3867,AnnouncerKing,Almond Milk,2/15/2015,11.92
3868,NotePuff,Saxophone Reed,3/29/2015,5.21
3869,Quintin,Bowling Ball,1/8/2015,7.68
3870,Crawlergy,Almond Milk,1/7/2015,11.2
3871,LilCrown2free,Saxophone Reed,4/30/2015,11.03
3872,Euphartn,Orange Punch,1/14/2015,6.26
3873,Insideret,Orange Punch,3/19/2015,6.45
3874,Loverabbit,Slingshot,2/13/2015,5.39
3875,Keeferr,Snow Plow,3/12/2015,10.06
3876,GoldCrayon,Snow Plow,3/24/2015,6.06
3877,Bleck,Snow Plow,3/15/2015,7.45
3878,Bothybarosa,Slingshot,4/27/2015,3.38
3879,LuvBleak,Bowling Ball,1/11/2015,12.6
3880,NumeroTroik,Almond Milk,4/2/2015,5.87
3881,Bradelextr,Buzz Cola,2/17/2015,11.61
3882,Ineschic,Barley,1/14/2015,12.98
3883,ShadesMoto,Pacifier,4/11/2015,5.32
3884,Cognizant Technology Solutions,Hot Dog,1/13/2015,3.94
3885,Puppygman,Barley,4/26/2015,11.95
3886,Nediumpm,Krusty-Os,4/17/2015,5.12
3887,Phiatechma,Pacifier,3/24/2015,9.93
3888,FighterDiary,Flower Bouquet,2/15/2015,8.82
3889,BoaFairy,Saxophone Reed,2/19/2015,4.03
3890,MamaNice,Slingshot,3/6/2015,3.35
3891,Diaryptor,Left-handed Scissors,1/10/2015,8.64
3892,NozyGiga,Almond Milk,1/6/2015,12.85
3893,GurlyJinPersonal,Snow Plow,1/31/2015,8.68
3894,Crawlerra,Buzz Cola,2/19/2015,8.6
3895,Caperlexe,Hot Dog,3/25/2015,10.99
3896,Buddyella,Krusty-Os,3/25/2015,11.02
3897,FantasticMessages,Squishee,4/15/2015,7.91
3898,Saleurip,Flower Bouquet,1/21/2015,8.16
3899,Blognasona,Barley,4/30/2015,7.46
3900,Diaryptor,Pacifier,4/11/2015,4.14
3901,Pedabrsel,Left-handed Scissors,1/19/2015,11.9
3902,HomeySchool,Bowling Ball,2/11/2015,10.36
3903,ActuallyGravity,Flower Bouquet,4/20/2015,7.92
3904,BugsSlayr,Pacifier,1/26/2015,10.37
3905,LogFly,Hot Dog,4/1/2015,3.69
3906,ArsenalTalk,Devil Donut,3/10/2015,5.04
3907,Gerystat,Flower Bouquet,3/19/2015,12.12
3908,Pathours,Pacifier,4/5/2015,6.9
3909,PurpleShoes,Almond Milk,1/30/2015,3.52
3910,Dickader,Saxophone Reed,4/5/2015,3.33
3911,Mundelise,Bowling Ball,1/6/2015,10.39
3912,Nexawayim,Devil Donut,2/20/2015,7.5
3913,IamBillHannah,Left-handed Scissors,4/30/2015,7.09
3914,Medyneph,Saxophone Reed,4/19/2015,6.42
3915,Greygramid,Flower Bouquet,3/21/2015,6.83
3916,Crawlerra,Snow Plow,2/26/2015,8.17
3917,Crownettele,Saxophone Reed,4/23/2015,12.88
3918,Emidsient,Pacifier,3/3/2015,6.94
3919,Nozyforbox,Buzz Cola,4/17/2015,4.06
3920,BabyPro,Squishee,1/1/2015,9.49
3921,SnoWord,Barley,1/10/2015,7.34
3922,Mubarnet,Saxophone Reed,4/28/2015,6.79
3923,Mediaux,Squishee,1/28/2015,10.42
3924,Bizarrestan,Hot Dog,3/12/2015,12.35
3925,Mithelle,Barley,1/22/2015,11.59
3926,KaptainHerald,Flower Bouquet,2/1/2015,9.67
3927,Crawlerra,Devil Donut,4/24/2015,7.67
3928,PurpleShoes,Almond Milk,4/8/2015,3.17
3929,Optionic,Devil Donut,4/23/2015,3.99
3930,Nioneenf,Slingshot,3/28/2015,10.05
3931,Citythr,Hot Dog,2/13/2015,11.83
3932,Glamouroy,Devil Donut,4/22/2015,12.41
3933,Finaldelu,Saxophone Reed,1/17/2015,11.73
3934,RightBeZeether,Almond Milk,1/17/2015,5.92
3935,Finaldelu,Pacifier,4/24/2015,10.35
3936,DoubleTen,Barley,3/15/2015,5.48
3937,LilCrown2free,Bowling Ball,2/15/2015,5.23
3938,Forsyncer,Snow Plow,4/10/2015,5.76
3939,Communique,Krusty-Os,1/30/2015,5.51
3940,Grouptu,Buzz Cola,4/20/2015,5.33
3941,Mudsalib,Saxophone Reed,1/10/2015,8.38
3942,Bloodiell,Devil Donut,3/25/2015,11.32
3943,HeheBraceFizz,Slingshot,2/3/2015,3.56
3944,Ennectur,Bowling Ball,4/11/2015,8.87
3945,Medyneph,Barley,3/12/2015,7.09
3946,PurpleShoes,Pacifier,3/1/2015,4.26
3947,Lineadyne,Bowling Ball,3/24/2015,10.9
3948,Lyndatage,Barley,3/4/2015,9.81
3949,ShadesMoto,Almond Milk,4/23/2015,12.94
3950,CzarCandyPool,Flower Bouquet,3/18/2015,6.69
3951,Enzapper,Hot Dog,3/20/2015,12.22
3952,GinoWillows,Slingshot,4/13/2015,10.41
3953,HelloGrand,Snow Plow,3/20/2015,3.13
3954,Bryankpi,Flower Bouquet,2/22/2015,6
3955,Latinament,Snow Plow,1/16/2015,6.07
3956,Kalamicvi,Left-handed Scissors,1/23/2015,5.93
3957,NotePuff,Barley,1/16/2015,6.89
3958,Capenikk,Squishee,3/9/2015,9.62
3959,BlondieYoga,Krusty-Os,3/28/2015,10.44
3960,Hytermat,Almond Milk,4/4/2015,11.34
3961,Arouset,Pacifier,2/4/2015,6.77
3962,CheeseSunset,Hot Dog,3/7/2015,6.7
3963,Enerpeop,Orange Punch,1/5/2015,10.44
3964,Nepheworma,Almond Milk,3/14/2015,5.09
3965,Hartlinkel,Slingshot,3/29/2015,5.31
3966,Genusting,Hot Dog,4/26/2015,9.68
3967,PartyGotInspiring,Buzz Cola,4/25/2015,12.2
3968,Mesorock,Flower Bouquet,3/6/2015,11.33
3969,Sheerlism,Almond Milk,4/14/2015,3.48
3970,IteTabloid,Devil Donut,2/17/2015,4.23
3971,Greygramid,Pacifier,1/29/2015,8.41
3972,Lacegere,Pacifier,2/15/2015,10.92
3973,Momjudebi,Snow Plow,4/8/2015,10.5
3974,Pinchoint,Left-handed Scissors,2/14/2015,5.22
3975,Givandre,Saxophone Reed,4/6/2015,3.39
3976,Ripplayer,Barley,2/28/2015,3.39
3977,Proudonnati,Saxophone Reed,3/25/2015,6.17
3978,RonzUber,Flower Bouquet,1/26/2015,3.62
3979,PurpleShoes,Almond Milk,4/20/2015,9.14
3980,Enturis,Slingshot,1/18/2015,7.53
3981,ListHaro,Saxophone Reed,4/5/2015,11.71
3982,Garnetter,Flower Bouquet,3/4/2015,12.3
3983,PartyBright,Buzz Cola,3/18/2015,10.38
3984,Bedsoft,Bowling Ball,1/14/2015,12.12
3985,2coolGarnett,Slingshot,3/10/2015,10.41
3986,Hartlinkel,Flower Bouquet,2/3/2015,3.71
3987,ChiriShabby,Bowling Ball,2/14/2015,8.58
3988,Apenguinda,Barley,4/24/2015,10.99
3989,Kalamicvi,Almond Milk,4/3/2015,3.52
3990,Adsmanda,Devil Donut,3/17/2015,9.45
3991,DudeCozy,Orange Punch,2/18/2015,5.13
3992,Boostleysse,Saxophone Reed,1/7/2015,3.19
3993,Gerrics,Squishee,3/8/2015,12.11
3994,NotePuff,Saxophone Reed,4/24/2015,6.2
3995,Pathbaud,Squishee,2/28/2015,9.88
3996,Parkettsto,Krusty-Os,1/2/2015,10.48
3997,Purplellis,Barley,3/29/2015,5.04
3998,IcyEye,Hot Dog,1/13/2015,3.13
3999,ChonePitcher,Almond Milk,4/18/2015,4.47
4000,Anospeak,Squishee,4/19/2015,10.27
4001,Mediantam,Buzz Cola,2/13/2015,11.33
4002,Keeferr,Squishee,4/20/2015,7.07
4003,Hanglober,Saxophone Reed,1/2/2015,11.57
4004,Rainbower,Devil Donut,3/15/2015,7.38
4005,Bloggerer,Squishee,2/26/2015,4.89
4006,BurntFear,Devil Donut,1/19/2015,6.77
4007,Pyranka,Orange Punch,1/26/2015,12.03
4008,Greygramid,Left-handed Scissors,2/6/2015,7.79
4009,Phianatune,Hot Dog,4/1/2015,11.68
4010,Screenary,Orange Punch,4/11/2015,10.98
4011,Pathours,Devil Donut,1/12/2015,8.05
4012,EyesWaveWaka,Devil Donut,4/30/2015,11.5
4013,Rocketonbi,Flower Bouquet,2/13/2015,3.63
4014,Promsdeo,Squishee,4/9/2015,12.61
4015,Ennectur,Orange Punch,2/12/2015,7.34
4016,Daranter,Buzz Cola,2/8/2015,12.72
4017,ChonePitcher,Bowling Ball,1/30/2015,5.77
4018,DudeCozy,Hot Dog,4/16/2015,8.44
4019,DressySweetie,Krusty-Os,4/14/2015,3.73
4020,Givandre,Barley,4/29/2015,6.19
4021,JungPeakTrimble,Krusty-Os,3/26/2015,11.54
4022,Inaching,Almond Milk,3/19/2015,6.75
4023,LuvBleak,Barley,3/14/2015,7.65
4024,Carestl,Saxophone Reed,3/3/2015,5.02
4025,Lacegere,Saxophone Reed,3/8/2015,8.23
4026,Pathbaud,Snow Plow,1/13/2015,11.95
4027,Bloggerer,Buzz Cola,4/4/2015,7.43
4028,Saleurip,Hot Dog,3/13/2015,5.51
4029,RazuKenka,Bowling Ball,4/15/2015,7.08
4030,Bothybarosa,Snow Plow,4/20/2015,10
4031,Clownerli,Pacifier,3/20/2015,11.36
4032,Faxionan,Slingshot,2/18/2015,7.29
4033,Audivinq,Barley,4/2/2015,4.66
4034,FighterDiary,Flower Bouquet,2/5/2015,5.8
4035,Communique,Almond Milk,3/18/2015,5.76
4036,LordTinsTa,Devil Donut,2/12/2015,11.26
4037,Seepanethor,Snow Plow,1/10/2015,8.68
4038,NoticeSports,Squishee,1/17/2015,11.15
4039,Intincrospr,Flower Bouquet,4/1/2015,7.34
4040,Rainbower,Flower Bouquet,4/29/2015,5.17
4041,Bradeluxie,Pacifier,3/16/2015,12.43
4042,DoggIntincr,Pacifier,1/8/2015,9.83
4043,Intincrol,Snow Plow,1/11/2015,9.95
4044,Doblanepm,Pacifier,2/22/2015,7.6
4045,Giancell,Almond Milk,2/28/2015,3.32
4046,Legendehic,Krusty-Os,3/24/2015,7.23
4047,RonzUber,Devil Donut,4/6/2015,12.14
4048,DudeCozy,Squishee,1/23/2015,6.68
4049,FreexCasual,Snow Plow,3/13/2015,4.02
4050,Mubarnet,Barley,1/25/2015,8.69
4051,Heaticel,Almond Milk,2/23/2015,12.81
4052,Nioneenf,Flower Bouquet,2/20/2015,3.11
4053,ArsenalTalk,Left-handed Scissors,2/16/2015,9.02
4054,HeraldEye,Left-handed Scissors,2/28/2015,3.61
4055,Japanos,Left-handed Scissors,4/1/2015,10.39
4056,Citythr,Hot Dog,1/14/2015,10.47
4057,AutLess,Flower Bouquet,1/28/2015,10.55
4058,HellUpdate,Pacifier,4/5/2015,6.9
4059,BleakKid,Pacifier,3/14/2015,8.69
4060,Nicenterge,Squishee,2/14/2015,5.62
4061,Sheerlism,Almond Milk,4/27/2015,4.44
4062,Firectored,Krusty-Os,2/25/2015,6.58
4063,ShowHead,Left-handed Scissors,2/25/2015,7.03
4064,Okcupercl,Barley,1/23/2015,7.19
4065,Medyneph,Buzz Cola,1/7/2015,11.32
4066,Nepheworma,Almond Milk,3/12/2015,4.41
4067,MonBoost,Slingshot,4/23/2015,12.98
4068,Blikingas,Slingshot,1/15/2015,4.02
4069,Jobbcoqu,Squishee,4/7/2015,9.96
4070,Ollynden,Hot Dog,3/6/2015,3.85
4071,Grouptics,Bowling Ball,4/6/2015,8.38
4072,Logiclynn,Bowling Ball,1/8/2015,9.55
4073,Precing,Snow Plow,2/23/2015,11.28
4074,IcyEye,Snow Plow,2/1/2015,4.83
4075,JournalKnot,Snow Plow,4/26/2015,5.16
4076,Blikitbec,Squishee,3/6/2015,3.37
4077,Perfectione,Orange Punch,2/4/2015,10.01
4078,Heaticel,Bowling Ball,1/3/2015,3.58
4079,Lyfernella,Hot Dog,1/12/2015,5.37
4080,Clownerli,Barley,2/17/2015,12.65
4081,Gambitches,Bowling Ball,4/12/2015,5.89
4082,GossipNight,Squishee,2/17/2015,10.84
4083,Proudonnati,Almond Milk,4/21/2015,4.98
4084,MatterSimply,Barley,4/3/2015,9.63
4085,Grundyneti,Squishee,3/20/2015,6.89
4086,GloryPsychBuddy,Flower Bouquet,2/26/2015,12.29
4087,Stargalta,Buzz Cola,1/26/2015,5.24
4088,HeheBraceFizz,Flower Bouquet,1/2/2015,8.51
4089,Funnynanome,Krusty-Os,3/2/2015,6.87
4090,GloryPsychBuddy,Squishee,3/23/2015,6.32
4091,JungPeakTrimble,Squishee,1/15/2015,12.39
4092,Animorror,Bowling Ball,1/20/2015,5.28
4093,Cuficel,Almond Milk,4/26/2015,9.12
4094,Footballee,Buzz Cola,4/24/2015,4.37
4095,Crownettele,Barley,3/17/2015,5.78
4096,Arouset,Bowling Ball,3/28/2015,12.42
4097,Chicatrisv,Left-handed Scissors,2/24/2015,4.69
4098,Bauhand,Orange Punch,4/5/2015,5.69
4099,FighterDiary,Left-handed Scissors,4/23/2015,12.22
4100,BrainyZollo,Bowling Ball,4/5/2015,5.15
4101,PodFang,Buzz Cola,1/9/2015,6.95
4102,Footballee,Devil Donut,1/7/2015,12.14
4103,Mettertbe,Buzz Cola,2/28/2015,3.33
4104,Ionidexcros,Left-handed Scissors,1/9/2015,8.36
4105,BulletinStar,Devil Donut,3/1/2015,9.21
4106,NumeroTroik,Krusty-Os,1/13/2015,11.72
4107,Mithelle,Squishee,4/2/2015,10.83
4108,Ensererry,Barley,2/19/2015,7.83
4109,Expeline,Bowling Ball,1/6/2015,11.21
4110,RonzUber,Squishee,2/7/2015,9.52
4111,PurpleShoes,Left-handed Scissors,3/21/2015,8.99
4112,Finaldelu,Squishee,3/9/2015,4.65
4113,Pinchrine,Left-handed Scissors,4/26/2015,5.12
4114,OneHelp,Pacifier,1/28/2015,8.73
4115,MinyOlympic,Pacifier,3/25/2015,8.1
4116,EdgyStunna,Barley,4/19/2015,5.49
4117,BauerCheese,Flower Bouquet,4/27/2015,3.26
4118,FoxLipsx,Left-handed Scissors,1/3/2015,4.47
4119,BlueDev,Krusty-Os,4/17/2015,6.32
4120,HenryGhoul,Hot Dog,3/5/2015,8.87
4121,Pariserlo,Left-handed Scissors,4/27/2015,7.66
4122,Saiyanetho,Orange Punch,2/12/2015,12.6
4123,Glamouroy,Left-handed Scissors,3/22/2015,5.57
4124,Mowerpatste,Flower Bouquet,3/29/2015,12.54
4125,Positiverc,Bowling Ball,1/6/2015,10.59
4126,Propence,Krusty-Os,1/28/2015,11.9
4127,PeatearHiro,Slingshot,3/20/2015,6.18
4128,IanInspiring,Buzz Cola,3/14/2015,3.39
4129,RatHunterCrescent,Flower Bouquet,1/28/2015,7.17
4130,HelpSweet,Squishee,4/6/2015,8.15
4131,Hubersi,Saxophone Reed,4/3/2015,8.38
4132,Networker,Barley,2/5/2015,11.25
4133,BlueDev,Almond Milk,4/9/2015,7.19
4134,Global Media,Flower Bouquet,2/26/2015,4.15
4135,NekoAngelic,Bowling Ball,4/11/2015,11.44
4136,JournalKnot,Krusty-Os,2/25/2015,10.23
4137,FantasyXoxox,Flower Bouquet,1/22/2015,7.18
4138,DudeCakeGrabs,Barley,3/8/2015,4.04
4139,FootballNot,Squishee,1/1/2015,12.53
4140,AboutWise,Devil Donut,3/17/2015,4.66
4141,Avanscran,Slingshot,1/6/2015,12.04
4142,Pinchoint,Slingshot,2/7/2015,6.4
4143,Bizarrestan,Hot Dog,1/24/2015,7.67
4144,IcyEye,Saxophone Reed,1/6/2015,8.02
4145,BabyPro,Pacifier,1/19/2015,10.03
4146,PositiveSpider,Squishee,1/8/2015,10.17
4147,Slayerptig,Saxophone Reed,1/19/2015,7.15
4148,CleverSimple,Snow Plow,2/5/2015,8.71
4149,HulkBlonde,Slingshot,4/11/2015,9.95
4150,Acme,Flower Bouquet,1/6/2015,10.38
4151,Networker,Barley,3/18/2015,10.08
4152,PiercePeach,Saxophone Reed,3/28/2015,12.89
4153,Poshytess,Krusty-Os,2/27/2015,12.28
4154,Inaching,Bowling Ball,2/27/2015,11.89
4155,Optionic,Saxophone Reed,4/30/2015,12.33
4156,Collerer,Devil Donut,2/6/2015,5.27
4157,Lyndatage,Buzz Cola,2/18/2015,9.91
4158,GuyPhia,Almond Milk,3/12/2015,7.91
4159,Recipecide,Barley,1/23/2015,10
4160,Quintin,Pacifier,2/23/2015,6.94
4161,LaxrWord,Devil Donut,1/31/2015,3.62
4162,NoticeSports,Slingshot,3/17/2015,7.69
4163,ArsenalKino,Krusty-Os,3/3/2015,6.75
4164,Insideally,Devil Donut,3/31/2015,4.52
4165,Positiverc,Krusty-Os,1/25/2015,12.36
4166,Lukeythmed,Devil Donut,2/1/2015,5.89
4167,Acidyles,Left-handed Scissors,2/5/2015,11.4
4168,Finaldelu,Bowling Ball,3/12/2015,7.97
4169,AboveRosa,Squishee,4/8/2015,5.67
4170,FixEver,Bowling Ball,3/16/2015,6.38
4171,Papertica,Buzz Cola,1/17/2015,3.96
4172,Prestigeye,Devil Donut,4/6/2015,12.27
4173,Mudsalib,Devil Donut,3/16/2015,4.05
4174,MatterSimply,Slingshot,1/27/2015,4.94
4175,Colictor,Almond Milk,1/11/2015,10.55
4176,Bizarrevces,Pacifier,1/19/2015,11.95
4177,CzarCandyPool,Almond Milk,4/6/2015,11.27
4178,Parkettsto,Orange Punch,1/5/2015,10.45
4179,Puppygman,Orange Punch,1/15/2015,3.17
4180,AnnouncerKing,Pacifier,2/10/2015,8.63
4181,GoldTarget,Left-handed Scissors,4/4/2015,11.44
4182,Nanosill,Saxophone Reed,4/16/2015,8.4
4183,Puppygman,Bowling Ball,2/21/2015,4.49
4184,BearDigestAir,Slingshot,3/17/2015,11.32
4185,Docunche,Snow Plow,4/2/2015,8.03
4186,Headlines,Buzz Cola,2/20/2015,3.15
4187,Lacegere,Flower Bouquet,2/16/2015,7.41
4188,Acidyles,Buzz Cola,1/25/2015,5.76
4189,Cimballe,Bowling Ball,3/7/2015,4.79
4190,Audivinq,Squishee,1/22/2015,11.65
4191,Donaldenes,Slingshot,1/13/2015,3.44
4192,Bridgec,Pacifier,2/10/2015,7.84
4193,AboveRosa,Squishee,3/13/2015,4.27
4194,Latinament,Devil Donut,4/5/2015,9.74
4195,Selverac,Buzz Cola,2/28/2015,9.14
4196,NekoAngelic,Almond Milk,2/13/2015,10.65
4197,Mubarnet,Bowling Ball,2/24/2015,5.21
4198,BleakKid,Hot Dog,3/1/2015,10.92
4199,BauerPure,Orange Punch,2/6/2015,9.15
4200,Hjaltinre,Orange Punch,3/9/2015,5.98
4201,ChiNotice,Saxophone Reed,3/16/2015,4.53
4202,Rockeefl,Snow Plow,1/23/2015,7.31
4203,ChatSingFarer,Left-handed Scissors,3/17/2015,8.72
4204,PattyFreezing,Barley,4/26/2015,10.12
4205,BingNumero,Almond Milk,2/22/2015,8.14
4206,Lukeythmed,Hot Dog,3/26/2015,10.26
4207,Chestium,Snow Plow,1/11/2015,10.07
4208,Rainbower,Orange Punch,1/20/2015,11.9
4209,HenryGhoul,Squishee,1/31/2015,9.12
4210,Ificoact,Slingshot,4/30/2015,3.59
4211,MurphyFan,Barley,4/13/2015,4.19
4212,Fangossen,Orange Punch,1/12/2015,5.38
4213,Chilledet,Flower Bouquet,2/11/2015,5.43
4214,Adminte,Saxophone Reed,1/26/2015,11.28
4215,Boxwoodet,Buzz Cola,1/7/2015,12.82
4216,NipZero,Devil Donut,2/22/2015,7.04
4217,Bradeluxie,Flower Bouquet,1/31/2015,12.95
4218,Greygramid,Devil Donut,3/21/2015,6
4219,Kalamicvi,Bowling Ball,4/24/2015,10.66
4220,Choicance,Saxophone Reed,1/6/2015,12.3
4221,BauerCheese,Snow Plow,2/27/2015,9.07
4222,Bizarrestan,Almond Milk,2/18/2015,10.51
4223,PurpleShoes,Snow Plow,1/25/2015,9.5
4224,Stargalta,Buzz Cola,3/27/2015,6.71
4225,Alcheri,Orange Punch,4/18/2015,6.17
4226,Choicance,Left-handed Scissors,3/9/2015,4.82
4227,GuyFarerCake,Buzz Cola,2/16/2015,8.39
4228,Laquield,Left-handed Scissors,1/14/2015,6.7
4229,Mdogglectus,Almond Milk,2/9/2015,6.63
4230,BlueDev,Bowling Ball,1/15/2015,6.5
4231,HulkDiagonal,Almond Milk,2/6/2015,8.56
4232,Chiaritail,Barley,1/15/2015,5.19
4233,PurpleShoes,Snow Plow,4/14/2015,10.02
4234,HelloGrand,Orange Punch,3/20/2015,6.22
4235,GossipNight,Pacifier,1/29/2015,4.05
4236,Slayerptig,Slingshot,4/6/2015,6.39
4237,DudeCakeGrabs,Saxophone Reed,1/21/2015,11.97
4238,Ionidexcros,Flower Bouquet,2/7/2015,12.1
4239,Glamouroy,Snow Plow,2/24/2015,8.78
4240,DigestTight,Orange Punch,2/15/2015,12.4
4241,Perustima,Flower Bouquet,4/28/2015,5.19
4242,Purplellis,Pacifier,1/11/2015,5.63
4243,Conspiracy,Barley,4/20/2015,12.04
4244,LilCrown2free,Orange Punch,1/1/2015,7.63
4245,DigestTight,Flower Bouquet,3/22/2015,8.53
4246,Clownwean,Krusty-Os,3/5/2015,11.7
4247,Eapperpl,Snow Plow,2/27/2015,5.59
4248,Enlisher,Orange Punch,4/3/2015,12.35
4249,Pathbaud,Hot Dog,2/12/2015,3.14
4250,OneHelp,Krusty-Os,3/11/2015,6.58
4251,Dualcrewa,Saxophone Reed,3/8/2015,10.16
4252,KiddoAnhart,Saxophone Reed,4/13/2015,12.7
